,Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Time,Arrival at Pickup - Time,Pickup - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival,Fulfillment - Weekday (Su = 0),Fulfillment - Day of Month
6424,Order_No_9826,User_Id_540,Bike,3,Business,22,1,630,10:31:07 AM,10:36:18 AM,10:47:15 AM,6,24.7,-1.2551895,36.7822034,-1.2877595,36.8230991,Rider_Id_726,901,1,22
6425,Order_No_14630,User_Id_2468,Bike,3,Business,17,3,550,9:11:06 AM,9:17:50 AM,9:28:43 AM,7,21.08077670572649,-1.2884231,36.7794566,-1.3127304,36.8189817,Rider_Id_161,985,3,17
6426,Order_No_11886,User_Id_516,Bike,3,Business,2,4,777,12:58:29 PM,1:03:19 PM,1:05:25 PM,20,23.413924188349668,-1.2551895,36.7822034,-1.3195936,36.9161697,Rider_Id_647,3700,4,2
6427,Order_No_14237,User_Id_302,Bike,3,Business,21,3,911,3:12:15 PM,3:14:11 PM,3:23:54 PM,7,23.2,-1.2649605,36.7981777,-1.2852954,36.7896362,Rider_Id_446,884,3,21
6428,Order_No_7823,User_Id_1721,Bike,3,Business,17,4,581,9:42:00 AM,9:53:45 AM,10:08:41 AM,10,21.4487889635337,-1.2551895,36.7822034,-1.2323335,36.8100356,Rider_Id_755,1546,4,17
6429,Order_No_22828,User_Id_173,Bike,3,Business,12,1,583,9:43:33 AM,9:45:31 AM,9:52:48 AM,2,19.2,-1.303806,36.783041,-1.2993231,36.7753372,Rider_Id_786,222,1,12
6430,Order_No_22587,User_Id_2195,Bike,3,Business,3,3,863,2:23:45 PM,2:41:06 PM,2:42:58 PM,10,28.2,-1.228911,36.881876,-1.265715,36.823815,Rider_Id_341,894,3,3
6431,Order_No_13732,User_Id_393,Bike,3,Business,11,1,521,8:42:04 AM,8:42:17 AM,9:37:13 AM,14,18.2,-1.3167113,36.8301563,-1.306378,36.7519845,Rider_Id_10,4,1,11
6432,Order_No_24196,User_Id_2801,Bike,3,Business,7,3,627,10:50:29 AM,11:04:34 AM,11:25:12 AM,4,25.1,-1.2809847,36.8274169,-1.2696908,36.81519,Rider_Id_909,638,3,7
6433,Order_No_13311,User_Id_503,Bike,1,Business,22,3,997,4:41:52 PM,4:46:52 PM,5:14:06 PM,27,23.1,-1.3169591,36.7000029,-1.2859912,36.8756811,Rider_Id_86,5306,3,22
6434,Order_No_3014,User_Id_1509,Bike,3,Personal,2,4,1015,4:56:24 PM,5:12:15 PM,5:15:49 PM,4,23.7,-1.2701765,36.8109424,-1.2709086,36.7929516,Rider_Id_338,1051,4,2
6435,Order_No_23777,User_Id_867,Bike,3,Business,14,4,890,2:51:31 PM,3:01:47 PM,3:40:09 PM,14,28.0,-1.3228003,36.8306435,-1.2991441,36.7528804,Rider_Id_85,2097,4,14
6436,Order_No_11837,User_Id_188,Bike,1,Personal,24,5,731,12:13:05 PM,12:21:25 PM,12:31:54 PM,5,21.1,-1.3078624,36.7697658,-1.2994772,36.804825,Rider_Id_805,735,5,24
6437,Order_No_10072,User_Id_22,Bike,2,Personal,8,3,548,9:10:22 AM,9:32:02 AM,9:39:52 AM,7,17.4,-1.3112325,36.8146321,-1.2764887,36.8180775,Rider_Id_700,1784,3,8
6438,Order_No_13439,User_Id_214,Bike,1,Personal,26,3,548,9:15:26 AM,9:34:09 AM,9:41:50 AM,4,19.0,-1.2615584,36.8149506,-1.2633494,36.7959696,Rider_Id_259,829,3,26
6439,Order_No_9656,User_Id_265,Bike,3,Business,7,5,645,10:46:27 AM,10:58:19 AM,11:04:52 AM,3,25.1,-1.3207146,36.8305771,-1.300921,36.828195,Rider_Id_685,521,5,7
6440,Order_No_9622,User_Id_2134,Bike,3,Personal,10,2,1129,6:51:07 PM,7:07:07 PM,7:14:26 PM,11,20.8,-1.2503693,36.69705101,-1.2951355,36.768931,Rider_Id_474,1341,2,10
6441,Order_No_27279,User_Id_2789,Bike,3,Business,26,2,729,12:10:53 PM,12:21:46 PM,12:32:32 PM,5,27.4,-1.2981625,36.8130142,-1.304735,36.7846054,Rider_Id_177,1147,2,26
6442,Order_No_22686,User_Id_998,Bike,2,Personal,25,3,554,9:14:16 AM,9:16:53 AM,9:25:16 AM,5,13.6,-1.3043821,36.7840586,-1.3228978,36.7785022,Rider_Id_726,1228,3,25
6443,Order_No_11278,User_Id_136,Bike,3,Business,19,2,750,12:30:46 PM,1:15:51 PM,1:19:28 PM,5,27.5,-1.2654716,36.7983635,-1.2549476,36.8269576,Rider_Id_547,1079,2,19
6444,Order_No_13488,User_Id_1500,Bike,3,Business,19,5,847,3:06:35 PM,3:18:37 PM,3:47:08 PM,8,27.2,-1.3004062,36.829741,-1.2574219,36.7927073,Rider_Id_751,1515,5,19
6445,Order_No_27891,User_Id_1329,Bike,3,Business,12,3,855,2:17:47 PM,2:38:35 PM,2:41:13 PM,19,21.1,-1.273056,36.811298,-1.3334681,36.7116093,Rider_Id_622,2063,3,12
6446,Order_No_14052,User_Id_503,Bike,3,Business,18,5,781,1:01:31 PM,1:03:10 PM,1:50:18 PM,9,24.2,-1.2859912,36.8756811,-1.2860649,36.8306325,Rider_Id_408,759,5,18
6447,Order_No_13547,User_Id_1075,Bike,3,Business,24,5,636,10:48:37 AM,11:14:44 AM,11:33:11 AM,20,21.4,-1.3562374,36.9042954,-1.2527958,36.8003131,Rider_Id_379,3104,5,24
6448,Order_No_23652,User_Id_1405,Bike,3,Business,27,4,720,12:20:59 PM,12:23:47 PM,12:39:07 PM,6,22.6,-1.327535,36.89546,-1.3478563,36.8935824,Rider_Id_543,1335,4,27
6449,Order_No_14271,User_Id_3647,Bike,3,Business,27,2,711,11:52:48 AM,12:15:09 PM,12:20:32 PM,4,23.6,-1.272639,36.794723,-1.2627937,36.8156957,Rider_Id_467,825,2,27
6450,Order_No_16250,User_Id_2579,Bike,3,Business,6,2,623,10:23:36 AM,10:28:38 AM,10:32:30 AM,7,24.8,-1.287428,36.7800821,-1.3031315,36.8175661,Rider_Id_854,1287,2,6
6451,Order_No_26550,User_Id_633,Bike,3,Business,20,2,1019,5:00:08 PM,5:00:34 PM,5:02:32 PM,5,23.8,-1.3004062,36.829741,-1.3083266,36.8494756,Rider_Id_39,844,2,20
6452,Order_No_2955,User_Id_2154,Bike,3,Business,27,6,868,2:31:46 PM,2:41:45 PM,3:01:25 PM,8,24.33372315173711,-1.2527958,36.8003131,-1.2765736,36.8513646,Rider_Id_709,1318,6,27
6453,Order_No_3318,User_Id_3149,Bike,3,Business,18,6,627,10:28:13 AM,10:29:27 AM,10:42:45 AM,5,21.3,-1.3004062,36.829741,-1.3167113,36.8301563,Rider_Id_591,540,6,18
6454,Order_No_6435,User_Id_3517,Bike,3,Business,19,2,840,2:28:01 PM,3:14:28 PM,3:16:47 PM,16,29.8,-1.3882008,36.7699445,-1.300921,36.828195,Rider_Id_448,1594,2,19
6455,Order_No_14575,User_Id_1075,Bike,3,Business,28,1,826,1:46:42 PM,1:55:59 PM,1:59:26 PM,15,26.3,-1.2156006,36.8916865,-1.2534301,36.8000983,Rider_Id_691,1787,1,28
6456,Order_No_27216,User_Id_549,Bike,2,Personal,22,3,764,12:53:03 PM,1:24:15 PM,1:27:50 PM,26,22.8,-1.1923911,36.9447333,-1.3108674,36.795817,Rider_Id_384,2645,3,22
6457,Order_No_24715,User_Id_393,Bike,3,Business,15,1,739,12:20:02 PM,12:20:06 PM,12:37:18 PM,4,22.82282262966708,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_619,2,1,15
6458,Order_No_22814,User_Id_136,Bike,3,Business,23,2,745,12:31:56 PM,12:41:40 PM,12:45:48 PM,14,23.020461698644574,-1.3254522,36.7216584,-1.2950408,36.8098172,Rider_Id_519,3604,2,23
6459,Order_No_23134,User_Id_893,Bike,3,Business,7,5,746,12:28:10 PM,12:56:42 PM,1:02:56 PM,21,25.1,-1.2663194,36.809901,-1.343439,36.912065,Rider_Id_580,2076,5,7
6460,Order_No_27266,User_Id_2328,Bike,2,Personal,3,4,738,12:18:26 PM,12:38:48 PM,12:43:20 PM,10,21.9,-1.298529,36.816482,-1.2355548,36.8474194,Rider_Id_742,1206,4,3
6461,Order_No_9906,User_Id_2829,Bike,3,Business,31,2,923,3:24:51 PM,3:34:51 PM,3:37:37 PM,4,22.1,-1.2571472,36.7950633,-1.2885529,36.8160141,Rider_Id_452,824,2,31
6462,Order_No_12664,User_Id_2523,Bike,3,Business,19,2,574,9:35:40 AM,9:41:40 AM,9:48:38 AM,4,21.254421290947498,-1.2551895,36.7822034,-1.2722283,36.805013,Rider_Id_720,557,2,19
6463,Order_No_24477,User_Id_747,Bike,3,Personal,23,3,998,4:43:43 PM,5:03:15 PM,5:17:20 PM,2,24.3,-1.3334681,36.7116093,-1.3421304,36.718364,Rider_Id_226,158,3,23
6464,Order_No_11784,User_Id_1526,Bike,3,Personal,12,2,954,3:55:01 PM,4:26:39 PM,4:54:28 PM,30,26.6,-1.1471704,36.9636043,-1.2886166,36.7836803,Rider_Id_882,2584,2,12
6465,Order_No_22741,User_Id_1026,Bike,2,Personal,4,4,1021,5:01:45 PM,5:05:00 PM,5:16:04 PM,5,25.660385403297717,-1.312942,36.8152651,-1.2916556,36.8262516,Rider_Id_942,969,4,4
6466,Order_No_14593,User_Id_3647,Bike,3,Business,3,3,1017,4:58:32 PM,5:29:48 PM,5:36:58 PM,3,27.6,-1.272639,36.794723,-1.272798,36.8124195,Rider_Id_690,3060,3,3
6467,Order_No_11502,User_Id_2876,Bike,1,Personal,25,1,708,11:48:29 AM,11:48:35 AM,11:58:22 AM,6,22.56325826657506,-1.2684239,36.7952462,-1.2944292,36.7793569,Rider_Id_379,771,1,25
6468,Order_No_4623,User_Id_20,Bike,3,Business,3,1,679,11:20:15 AM,11:26:27 AM,11:32:58 AM,9,21.6,-1.2607331,36.7428881,-1.2629666,36.8068369,Rider_Id_269,735,1,3
6469,Order_No_8496,User_Id_393,Bike,3,Business,6,3,632,10:32:41 AM,10:32:52 AM,11:18:19 AM,4,22.4,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_515,15,3,6
6470,Order_No_27519,User_Id_3326,Bike,3,Business,12,3,681,11:28:19 AM,11:39:35 AM,12:14:23 PM,8,19.4,-1.2571472,36.7950633,-1.3025667,36.7803495,Rider_Id_139,333,3,12
6471,Order_No_26384,User_Id_1336,Bike,3,Business,19,2,778,1:06:43 PM,1:17:18 PM,1:21:37 PM,8,26.8,-1.2885029,36.825605,-1.2615888,36.7928732,Rider_Id_548,3888,2,19
6472,Order_No_11872,User_Id_635,Bike,3,Business,6,4,621,10:21:37 AM,10:21:45 AM,11:32:09 AM,8,19.6,-1.300921,36.828195,-1.2674338,36.7941791,Rider_Id_855,31,4,6
6473,Order_No_24928,User_Id_900,Bike,2,Personal,3,3,642,10:42:11 AM,10:49:27 AM,10:55:01 AM,35,24.2,-1.3508036,36.7093385,-1.3513864,36.9033371,Rider_Id_43,2505,3,3
6474,Order_No_10966,User_Id_1500,Bike,3,Business,8,2,815,1:37:35 PM,1:55:16 PM,1:59:32 PM,11,25.3,-1.3077869,36.8443207,-1.2574219,36.7927073,Rider_Id_576,1173,2,8
6475,Order_No_18212,User_Id_2546,Bike,1,Personal,8,1,929,3:31:04 PM,3:42:50 PM,3:48:02 PM,18,24.8,-1.3021558,36.8106865,-1.3664581,36.9177807,Rider_Id_449,2272,1,8
6476,Order_No_24425,User_Id_60,Bike,3,Business,7,2,585,9:47:05 AM,10:10:09 AM,10:22:31 AM,10,21.387021231665106,-1.2600926,36.8088685,-1.22978,36.836215,Rider_Id_147,1472,2,7
6477,Order_No_22234,User_Id_1271,Bike,3,Business,26,1,943,4:17:04 PM,4:26:58 PM,4:43:02 PM,8,19.9,-1.3244885,36.897792,-1.3332749,36.8708147,Rider_Id_675,631,1,26
6478,Order_No_25967,User_Id_3688,Bike,3,Business,4,4,951,3:52:31 PM,3:56:26 PM,5:01:35 PM,15,26.0,-1.2285835,36.8826468,-1.2519787,36.7806491,Rider_Id_307,47,4,4
6479,Order_No_11404,User_Id_3420,Bike,3,Business,28,4,948,3:48:57 PM,3:55:31 PM,3:58:25 PM,7,27.3,-1.3046007,36.8211743,-1.3038645,36.8684596,Rider_Id_206,960,4,28
6480,Order_No_7603,User_Id_2190,Bike,3,Business,10,5,999,4:40:03 PM,4:40:51 PM,4:55:40 PM,20,21.0,-1.301953,36.788458,-1.3664581,36.9177807,Rider_Id_215,2510,5,10
6481,Order_No_9107,User_Id_1113,Bike,1,Personal,9,2,840,2:01:48 PM,2:09:09 PM,2:16:09 PM,13,22.3,-1.2649605,36.7981777,-1.2156006,36.8916865,Rider_Id_259,1572,2,9
6482,Order_No_4749,User_Id_1724,Bike,3,Business,8,5,823,2:41:06 PM,2:46:51 PM,2:57:41 PM,3,30.6,-1.259382,36.807205,-1.2551895,36.7822034,Rider_Id_657,1864,5,8
6483,Order_No_13039,User_Id_3752,Bike,3,Business,3,5,859,2:22:25 PM,2:29:47 PM,3:12:56 PM,5,24.11462839783185,-1.3216969,36.8313968,-1.29658,36.823699,Rider_Id_125,667,5,3
6484,Order_No_16514,User_Id_823,Bike,3,Personal,26,2,865,2:25:16 PM,2:32:45 PM,2:37:12 PM,19,31.2,-1.2485958,36.7888228,-1.3195469,36.6976868,Rider_Id_147,3454,2,26
6485,Order_No_8926,User_Id_1075,Bike,3,Business,11,6,722,12:07:50 PM,12:20:23 PM,12:30:21 PM,5,22.822347297078018,-1.2527958,36.8003131,-1.279395,36.825364,Rider_Id_422,2262,6,11
6486,Order_No_4876,User_Id_3239,Bike,3,Personal,11,1,676,11:28:24 AM,11:58:18 AM,12:00:19 PM,6,18.0,-1.2839322,36.8292426,-1.312469,36.815177,Rider_Id_752,1220,1,11
6487,Order_No_2907,User_Id_3295,Bike,3,Business,28,4,830,1:51:05 PM,2:04:13 PM,2:44:47 PM,13,29.9,-1.3126476,36.831455,-1.2571472,36.7950633,Rider_Id_365,941,4,28
6488,Order_No_8253,User_Id_1544,Bike,3,Business,30,4,873,2:41:25 PM,3:20:20 PM,3:22:59 PM,7,24.294734705501853,-1.2813012,36.8323962,-1.3197072,36.8160354,Rider_Id_255,2696,4,30
6489,Order_No_27582,User_Id_3689,Bike,3,Business,12,2,774,12:54:29 PM,1:00:17 PM,1:08:12 PM,3,21.0,-1.2601709,36.8002238,-1.2697141,36.7981777,Rider_Id_334,3304,2,12
6490,Order_No_5511,User_Id_1482,Bike,3,Business,15,6,593,9:54:02 AM,9:59:35 AM,10:06:06 AM,15,17.0,-1.2573921,36.7992507,-1.338579,36.8963038,Rider_Id_341,1418,6,15
6491,Order_No_10541,User_Id_3496,Bike,3,Business,17,4,905,3:32:27 PM,3:38:10 PM,3:44:13 PM,5,24.1,-1.2850694,36.8236625,-1.3016417,36.8271679,Rider_Id_949,1810,4,17
6492,Order_No_19420,User_Id_393,Bike,3,Business,17,3,611,10:11:34 AM,10:11:43 AM,10:36:17 AM,5,21.662898461489522,-1.3167113,36.8301563,-1.3077869,36.8443207,Rider_Id_39,2,3,17
6493,Order_No_25011,User_Id_391,Bike,3,Business,5,3,894,3:13:42 PM,3:44:17 PM,3:53:46 PM,21,25.0,-1.2847613,36.967084,-1.2867454,36.8259017,Rider_Id_345,3260,3,5
6494,Order_No_19293,User_Id_3547,Bike,3,Business,15,1,769,12:51:00 PM,1:25:19 PM,1:34:03 PM,3,23.097614025532096,-1.2761408,36.7710839,-1.270424,36.779289,Rider_Id_523,854,1,15
6495,Order_No_5654,User_Id_2874,Bike,2,Personal,23,4,1065,5:45:21 PM,5:55:11 PM,5:59:10 PM,24,20.0,-1.2250582,36.8639193,-1.3561488,36.7589267,Rider_Id_213,3523,4,23
6496,Order_No_24318,User_Id_323,Bike,1,Business,12,3,629,10:49:03 AM,11:03:43 AM,11:09:03 AM,4,23.4,-1.3632162,36.9108253,-1.3861826,36.9349923,Rider_Id_343,515,3,12
6497,Order_No_25003,User_Id_3689,Bike,3,Business,6,4,961,4:02:01 PM,4:02:21 PM,4:14:38 PM,2,25.04500784682474,-1.2527958,36.8003131,-1.2610837,36.8021315,Rider_Id_829,1190,4,6
6498,Order_No_5862,User_Id_718,Bike,3,Business,14,2,641,10:44:45 AM,10:56:39 AM,11:05:12 AM,12,21.9696297704421,-1.2551895,36.7822034,-1.3114499,36.7425836,Rider_Id_3,2142,2,14
6499,Order_No_9713,User_Id_2701,Bike,3,Business,7,5,647,11:24:17 AM,11:34:53 AM,11:42:41 AM,12,22.102098134136078,-1.302605,36.766219,-1.2765736,36.8513646,Rider_Id_827,4272,5,7
6500,Order_No_18109,User_Id_346,Bike,3,Business,4,1,730,12:13:20 PM,12:28:53 PM,12:46:53 PM,2,26.5,-1.290894,36.822971,-1.28878,36.8168312,Rider_Id_311,1294,1,4
6501,Order_No_2600,User_Id_1146,Bike,3,Business,7,4,873,2:50:25 PM,3:08:26 PM,3:19:20 PM,7,27.9,-1.3167113,36.8301563,-1.3083266,36.8494756,Rider_Id_26,1838,4,7
6502,Order_No_2280,User_Id_3291,Bike,3,Business,3,5,577,9:37:40 AM,9:56:26 AM,10:10:44 AM,4,21.34935605277702,-1.272828,36.816608,-1.2600926,36.8088685,Rider_Id_89,633,5,3
6503,Order_No_13820,User_Id_3339,Bike,3,Business,22,5,734,12:14:55 PM,12:15:16 PM,12:19:18 PM,2,22.91883052254776,-1.2551895,36.7822034,-1.2566889,36.7930784,Rider_Id_926,2,5,22
6504,Order_No_19323,User_Id_847,Bike,3,Business,3,5,446,7:27:07 AM,7:54:36 AM,7:56:28 AM,13,20.152302721234115,-1.3290949,36.8767589,-1.287353,36.826992,Rider_Id_956,2634,5,3
6505,Order_No_3118,User_Id_2658,Bike,3,Business,29,4,1061,5:42:10 PM,5:57:00 PM,5:58:15 PM,12,20.8,-1.2891922,36.825189,-1.2711571,36.9017288,Rider_Id_622,2200,4,29
6506,Order_No_9876,User_Id_3283,Bike,3,Business,28,5,715,11:57:07 AM,11:59:53 AM,12:09:02 PM,18,23.8,-1.2628473,36.781805,-1.2967066,36.8860737,Rider_Id_770,2529,5,28
6507,Order_No_10500,User_Id_3222,Bike,3,Business,5,1,878,2:38:50 PM,2:42:06 PM,2:49:17 PM,7,25.8,-1.2551895,36.7822034,-1.2545163,36.8243717,Rider_Id_795,978,1,5
6508,Order_No_10007,User_Id_302,Bike,3,Business,17,4,1189,7:49:40 PM,7:55:39 PM,8:09:18 PM,7,22.6,-1.2649605,36.7981777,-1.2996632,36.789841,Rider_Id_801,611,4,17
6509,Order_No_11485,User_Id_635,Bike,3,Business,7,4,931,3:32:57 PM,3:39:45 PM,4:03:07 PM,6,20.1,-1.2599563,36.7993439,-1.264621,36.778904,Rider_Id_726,924,4,7
6510,Order_No_6358,User_Id_978,Bike,1,Personal,7,4,835,2:08:09 PM,2:34:46 PM,2:39:18 PM,5,20.1,-1.3084067,36.8345014,-1.2805312,36.8326687,Rider_Id_669,1562,4,7
6511,Order_No_22386,User_Id_1535,Bike,1,Business,19,4,620,10:22:23 AM,10:33:17 AM,10:55:03 AM,9,20.2,-1.2945179,36.7685349,-1.2571472,36.7950633,Rider_Id_5,1480,4,19
6512,Order_No_6820,User_Id_868,Bike,3,Business,15,5,900,3:01:13 PM,3:08:25 PM,3:13:05 PM,4,17.7,-1.266837,36.799249,-1.265715,36.823815,Rider_Id_205,592,5,15
6513,Order_No_28139,User_Id_136,Bike,3,Business,5,2,586,10:37:34 AM,10:42:53 AM,10:53:10 AM,4,21.6,-1.3169591,36.7000029,-1.3326173,36.7146233,Rider_Id_116,545,2,5
6514,Order_No_7360,User_Id_3641,Bike,3,Business,17,3,811,1:33:56 PM,1:46:10 PM,1:52:34 PM,12,28.3,-1.2551895,36.7822034,-1.3276043,36.836922,Rider_Id_565,1360,3,17
6515,Order_No_10930,User_Id_635,Bike,3,Business,21,1,898,2:59:24 PM,3:09:39 PM,3:25:01 PM,8,27.6,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_674,1382,1,21
6516,Order_No_13272,User_Id_3222,Bike,3,Business,6,3,881,2:41:46 PM,2:43:40 PM,2:46:49 PM,8,27.6,-1.2551895,36.7822034,-1.3021707,36.8168444,Rider_Id_416,1610,3,6
6517,Order_No_26723,User_Id_2412,Bike,3,Business,31,2,1073,5:53:38 PM,5:53:43 PM,5:59:10 PM,5,19.8,-1.2156006,36.8916865,-1.2297202,36.8819507,Rider_Id_531,720,2,31
6518,Order_No_10718,User_Id_393,Bike,3,Business,20,2,583,9:54:12 AM,9:54:29 AM,10:23:00 AM,14,18.9,-1.3177547,36.8303703,-1.306378,36.7519845,Rider_Id_39,2461,2,20
6519,Order_No_19740,User_Id_1724,Bike,3,Business,4,4,862,2:22:52 PM,2:35:13 PM,3:12:48 PM,11,24.7,-1.2892959,36.8378671,-1.2551895,36.7822034,Rider_Id_845,1622,4,4
6520,Order_No_17159,User_Id_265,Bike,3,Business,2,5,802,1:27:26 PM,1:38:05 PM,1:58:56 PM,13,25.2,-1.2311903,36.8102105,-1.300921,36.828195,Rider_Id_101,1586,5,2
6521,Order_No_12261,User_Id_1880,Bike,3,Business,3,3,621,10:27:09 AM,10:27:51 AM,10:31:59 AM,7,18.5,-1.2861765,36.8209086,-1.2571472,36.7950633,Rider_Id_726,560,3,3
6522,Order_No_1652,User_Id_3426,Bike,3,Business,6,4,999,4:41:42 PM,4:59:25 PM,5:07:05 PM,9,22.6,-1.2551895,36.7822034,-1.3014461,36.7661381,Rider_Id_762,1271,4,6
6523,Order_No_27937,User_Id_552,Bike,3,Business,7,1,748,12:32:14 PM,12:52:13 PM,12:54:34 PM,23,25.0,-1.3632162,36.9108253,-1.2413316,36.8785525,Rider_Id_505,2233,1,7
6524,Order_No_1739,User_Id_3574,Bike,1,Personal,5,3,816,1:37:14 PM,1:50:05 PM,1:57:10 PM,6,23.6,-1.2876575,36.8282355,-1.257309,36.8060084,Rider_Id_726,833,3,5
6525,Order_No_27849,User_Id_238,Bike,3,Business,30,6,709,11:49:50 AM,11:49:54 AM,12:16:47 PM,5,26.4,-1.3167113,36.8301563,-1.3077869,36.8443207,Rider_Id_842,527,6,30
6526,Order_No_16843,User_Id_1882,Bike,3,Business,16,6,894,2:55:08 PM,3:03:57 PM,3:32:17 PM,6,28.6,-1.2956882,36.7861845,-1.2591019,36.800577,Rider_Id_855,772,6,16
6527,Order_No_8772,User_Id_1038,Bike,1,Business,14,6,1000,4:41:03 PM,4:46:29 PM,4:50:40 PM,6,19.0,-1.2962893,36.7708484,-1.3099145,36.8022774,Rider_Id_465,835,6,14
6528,Order_No_20970,User_Id_635,Bike,3,Business,12,3,846,2:08:35 PM,2:25:47 PM,2:30:41 PM,10,20.9,-1.2599563,36.7993439,-1.2105068,36.7859421,Rider_Id_739,2650,3,12
6529,Order_No_17172,User_Id_3201,Bike,3,Business,2,4,904,3:05:12 PM,3:08:56 PM,3:11:54 PM,4,24.50402674400202,-1.2584143,36.8048002,-1.2551895,36.7822034,Rider_Id_881,589,4,2
6530,Order_No_8385,User_Id_393,Bike,3,Business,17,1,487,10:23:17 AM,10:48:04 AM,11:19:28 AM,4,23.8,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_436,336,1,17
6531,Order_No_23677,User_Id_3186,Bike,3,Business,22,4,685,11:30:35 AM,11:39:50 AM,11:41:16 AM,5,22.4,-1.2980229,36.78865,-1.2797782,36.7627862,Rider_Id_558,985,4,22
6532,Order_No_16610,User_Id_3149,Bike,3,Business,17,1,923,3:44:17 PM,4:19:15 PM,4:32:52 PM,6,22.6,-1.3004062,36.829741,-1.3228003,36.8306435,Rider_Id_581,915,1,17
6533,Order_No_9971,User_Id_1075,Bike,3,Business,4,4,755,12:36:11 PM,12:44:38 PM,12:58:19 PM,3,25.5,-1.2551895,36.7822034,-1.2527958,36.8003131,Rider_Id_131,675,4,4
6534,Order_No_17265,User_Id_3647,Bike,3,Business,21,4,864,2:25:45 PM,2:52:58 PM,2:56:03 PM,8,30.9,-1.272639,36.794723,-1.2960064,36.7582367,Rider_Id_682,1833,4,21
6535,Order_No_5008,User_Id_1787,Bike,3,Business,21,2,599,9:59:51 AM,10:04:05 AM,10:17:36 AM,18,21.64307660567903,-1.3014461,36.7661381,-1.2283403,36.8822756,Rider_Id_161,2386,2,21
6536,Order_No_2,User_Id_3517,Bike,3,Business,18,4,609,10:09:50 AM,10:12:28 AM,10:51:52 AM,16,21.787841234188107,-1.300921,36.828195,-1.3882008,36.7699445,Rider_Id_148,1923,4,18
6537,Order_No_17562,User_Id_1342,Bike,3,Business,23,2,864,2:27:06 PM,2:27:14 PM,3:02:32 PM,9,18.9,-1.28878,36.8168312,-1.3025826,36.7670807,Rider_Id_928,2066,2,23
6538,Order_No_18652,User_Id_3291,Bike,3,Business,4,6,628,10:29:24 AM,10:36:35 AM,10:46:16 AM,12,21.967371777181313,-1.228911,36.881876,-1.2600926,36.8088685,Rider_Id_75,1580,6,4
6539,Order_No_7383,User_Id_2956,Bike,3,Business,14,2,593,9:54:24 AM,10:06:58 AM,10:14:47 AM,7,21.45001020996893,-1.225322,36.80855,-1.2584143,36.8048002,Rider_Id_383,1661,2,14
6540,Order_No_882,User_Id_1329,Bike,3,Business,12,3,927,3:30:32 PM,3:38:38 PM,3:40:28 PM,18,20.8,-1.273056,36.811298,-1.332624,36.913187,Rider_Id_538,2314,3,12
6541,Order_No_6832,User_Id_2132,Bike,3,Business,23,5,639,11:05:53 AM,11:40:55 AM,11:54:26 AM,9,24.1,-1.2384056,36.8718698,-1.2879314,36.8418388,Rider_Id_660,3626,5,23
6542,Order_No_19384,User_Id_627,Bike,3,Business,20,3,770,12:51:45 PM,1:01:41 PM,1:04:56 PM,12,27.2,-1.2551895,36.7822034,-1.3056581,36.8445565,Rider_Id_576,1503,3,20
6543,Order_No_25554,User_Id_84,Bike,3,Business,15,5,923,3:25:36 PM,3:53:05 PM,3:58:14 PM,19,28.2,-1.2551895,36.7822034,-1.2860183,36.8975338,Rider_Id_547,2297,5,15
6544,Order_No_11655,User_Id_868,Bike,3,Business,26,4,759,12:44:42 PM,1:01:05 PM,1:41:02 PM,8,22.1,-1.303596,36.778378,-1.265715,36.823815,Rider_Id_229,1467,4,26
6545,Order_No_3728,User_Id_393,Bike,3,Business,28,2,620,10:20:56 AM,10:22:40 AM,10:34:18 AM,14,21.3,-1.3228003,36.8306435,-1.2991441,36.7528804,Rider_Id_211,1927,2,28
6546,Order_No_20743,User_Id_3447,Bike,1,Personal,25,5,747,12:35:49 PM,1:14:57 PM,1:23:47 PM,13,21.2,-1.3221449,36.8565652,-1.2562674,36.8191447,Rider_Id_116,2825,5,25
6547,Order_No_9815,User_Id_2523,Bike,3,Business,4,1,689,11:30:02 AM,11:32:40 AM,11:36:36 AM,17,26.7,-1.2551895,36.7822034,-1.2216605,36.9051793,Rider_Id_409,4029,1,4
6548,Order_No_16510,User_Id_3530,Bike,1,Personal,5,4,631,12:07:27 PM,12:11:15 PM,12:36:19 PM,28,22.091038199800185,-1.2143842,36.8122348,-1.3169591,36.7000029,Rider_Id_103,2799,4,5
6549,Order_No_7332,User_Id_346,Bike,3,Business,10,1,785,1:07:40 PM,1:14:41 PM,1:39:04 PM,1,18.4,-1.279395,36.825364,-1.28878,36.8168312,Rider_Id_300,1375,1,10
6550,Order_No_14763,User_Id_3710,Bike,1,Business,5,4,949,4:00:23 PM,4:23:06 PM,4:29:19 PM,4,22.4,-1.2551895,36.7822034,-1.2740396,36.7993518,Rider_Id_467,1336,4,5
